6,6
7,7
10,10
11,11
12,12
15,15
16,16
17,17
20,20
21,21
22,22
25,25
26,26
29,29
30,30
36,36
37,37
40,40
43,43
47,47
48,48
55,55
63,63
64,64
66,66
69,69
74,74
76,76
81,81
82,82
84,84
85,85
89,89
94,94
98,98
100,100
101,101
102,102
103,103
104,104
105,105
112,112
116,116
117,117
120,120
123,123
126,126
135,135
136,136
141,141
142,142
148,148
150,150
151,151
165,165
166,166
168,168
170,170
172,172
174,174
179,179
180,180
181,181
184,184
188,188
191,191
192,192
193,193
200,200
203,203
212,212
213,213
214,214
217,217
223,223
224,224
227,227
232,232
243,243
245,245
249,249
251,251
253,253
254,254
257,257
258,258
261,261
263,263
264,264
266,266
267,267
271,271
276,276
277,277
282,282
289,289
290,290
293,293
294,294
296,296
302,302
304,304
307,307
311,311
313,313
315,315
319,319
321,321
322,322
324,324
326,326
327,327
331,331
333,333
334,334
342,342
343,343
346,346
349,349
351,351
353,353
356,356
368,368
373,373
383,383
385,385
387,387
392,392
394,394
395,395
401,401
406,406
408,408
412,412
413,413
416,416
418,418
419,419
422,422
424,424
425,425
431,431
433,433
439,439
442,442
443,443
445,445
446,446
453,453
455,455
461,461
469,469
472,472
476,476
480,480
481,481
485,485
487,487
488,488
489,489
491,491
493,493
496,496
499,499
500,500
505,505
509,509
510,510
521,521
522,522
524,524
526,526
528,528
532,532
533,533
544,544
545,545
546,546
547,547
551,551
552,552
557,557
559,559
565,565
566,566
567,567
570,570
572,572
573,573
576,576
577,577
579,579
580,580
581,581
586,586
588,588
589,589
591,591
595,595
596,596
602,602
605,605
607,607
610,610
613,613
614,614
617,617
625,625
627,627
628,628
637,637
638,638
640,640
642,642
645,645
646,646
650,650
656,656
659,659
662,662
665,665
666,666
667,667
670,670
671,671
674,674
676,676
680,680
681,681
682,682
685,685
688,688
689,689
690,690
693,693
695,695
700,700
702,702
704,704
709,709
711,711
713,713
718,718
720,720
724,724
733,733
739,739
741,741
742,742
743,743
751,751
753,753
754,754
756,756
758,758
761,761
763,763
765,765
770,770
774,774
775,775
777,777
782,782
783,783
786,786
789,789
795,795
799,799
802,802
804,804
805,805
806,806
807,807
810,810
813,813
815,815
816,816
822,822
823,823
829,829
832,832
834,834
837,837
838,838
846,846
847,847
848,848
849,849
850,850
852,852
853,853
854,854
857,857
860,860
861,861
864,864
866,866
867,867
870,870
874,874
880,880
885,885
886,886
887,887
888,888
890,890
892,892
894,894
895,895
898,898
900,900
901,901
906,906
909,909
910,910
912,912
916,916
919,919
921,921
922,922
925,925
928,928
933,933
938,938
940,940
942,942
943,943
945,945
952,952
955,955
960,960
967,967
969,969
972,972
974,974
980,980
985,985
987,987
988,988
991,991
992,992
994,994
1001,1001
1003,1003
1005,1005
1006,1006
1014,1014
1019,1019
1021,1021
1030,1030
1035,1035
1037,1037
1038,1038
1045,1045
1046,1046
1047,1047
1048,1048
1052,1052
1057,1057
1060,1060
1065,1065
1067,1067
1068,1068
1077,1077
1080,1080
1083,1083
1086,1086
1088,1088
1094,1094
1095,1095
1097,1097
1102,1102
1115,1115
1126,1126
1129,1129
1131,1131
1135,1135
1136,1136
1147,1147
1148,1148
1155,1155
1160,1160
1162,1162
1164,1164
1165,1165
1167,1167
1171,1171
1174,1174
1179,1179
1182,1182
1183,1183
1186,1186
1188,1188
1189,1189
1190,1190
1192,1192
1195,1195
1197,1197
1198,1198
1199,1199
1200,1200
1204,1204
1206,1206
1209,1209
1210,1210
1213,1213
1217,1217
1218,1218
1219,1219
1221,1221
1222,1222
1224,1224
1226,1226
1230,1230
1232,1232
1234,1234
1241,1241
1248,1248
1251,1251
1252,1252
1253,1253
1255,1255
1260,1260
1265,1265
1269,1269
1271,1271
1272,1272
1281,1281
1284,1284
1289,1289
1291,1291
1292,1292
1293,1293
1296,1296
1299,1299
1304,1304
1309,1309
1315,1315
1320,1320
1322,1322
1325,1325
1326,1326
1327,1327
1330,1330
1333,1333
1335,1335
1344,1344
1351,1351
1352,1352
1356,1356
1359,1359
1360,1360
1362,1362
1363,1363
1376,1376
1377,1377
1381,1381
1382,1382
1384,1384
1385,1385
1394,1394
1396,1396
1399,1399
1401,1401
1403,1403
1408,1408
1410,1410
1411,1411
1412,1412
1413,1413
1414,1414
1417,1417
1419,1419
1421,1421
1424,1424
1430,1430
1431,1431
1433,1433
1435,1435
1437,1437
1443,1443
1444,1444
1450,1450
1452,1452
1454,1454
1458,1458
1462,1462
1465,1465
1470,1470
1471,1471
1474,1474
1480,1480
1482,1482
1484,1484
1485,1485
1488,1488
1494,1494
1497,1497
1500,1500
1503,1503
1509,1509
1512,1512
1518,1518
1520,1520
1529,1529
1531,1531
1532,1532
1533,1533
1534,1534
1535,1535
1537,1537
1538,1538
1542,1542
1554,1554
1555,1555
1558,1558
1560,1560
1564,1564
1565,1565
1567,1567
1569,1569
1571,1571
1572,1572
1576,1576
1578,1578
1584,1584
1586,1586
1599,1599
1600,1600
1605,1605
1606,1606
1607,1607
1611,1611
1614,1614
1616,1616
1617,1617
1618,1618
1625,1625
1629,1629
1630,1630
1633,1633
1634,1634
1637,1637
1638,1638
1639,1639
1640,1640
1644,1644
1647,1647
1649,1649
1651,1651
1652,1652
1653,1653
1658,1658
1660,1660
1664,1664
1666,1666
1668,1668
1669,1669
1676,1676
1685,1685
1689,1689
1691,1691
1694,1694
1695,1695
1696,1696
1702,1702
1704,1704
1705,1705
1707,1707
1708,1708
1710,1710
1714,1714
1717,1717
1725,1725
1726,1726
1736,1736
1737,1737
1746,1746
1750,1750
1751,1751
1752,1752
1753,1753
1754,1754
1757,1757
1758,1758
1763,1763
1767,1767
1774,1774
1775,1775
1776,1776
1778,1778
1781,1781
1782,1782
1783,1783
1787,1787
1790,1790
1794,1794
1797,1797
1800,1800
1801,1801
1805,1805
1806,1806
1808,1808
1816,1816
1817,1817
1819,1819
1820,1820
1823,1823
1824,1824
1832,1832
1833,1833
1834,1834
1836,1836
1840,1840
1843,1843
1844,1844
1848,1848
1852,1852
1858,1858
1860,1860
1862,1862
1863,1863
1867,1867
1869,1869
1872,1872
1874,1874
1876,1876
1879,1879
1880,1880
1884,1884
1890,1890
1899,1899
1902,1902
1905,1905
1911,1911
1914,1914
1917,1917
1918,1918
1920,1920
1922,1922
1924,1924
1926,1926
1931,1931
1939,1939
1940,1940
1941,1941
1942,1942
1946,1946
1955,1955
1957,1957
1962,1962
1965,1965
1967,1967
1968,1968
1974,1974
1975,1975
1976,1976
1979,1979
1981,1981
1982,1982
1983,1983
1990,1990
1991,1991
1992,1992
1995,1995
1996,1996
1997,1997
1998,1998
1999,1999
2001,2001
2002,2002
2003,2003
2004,2004
2006,2006
2008,2008
2010,2010
2011,2011
2017,2017
2019,2019
2023,2023
2025,2025
2029,2029
2030,2030
2031,2031
2032,2032
2034,2034
2035,2035
2038,2038
2039,2039
2042,2042
2043,2043
2045,2045
2047,2047
2050,2050
2053,2053
2056,2056
2063,2063
2064,2064
2065,2065
2066,2066
2070,2070
2073,2073
2075,2075
2076,2076
2079,2079
2080,2080
2081,2081
2086,2086
2103,2103
2108,2108
2113,2113
2114,2114
